2020 date,City,State,Dead,Injured,Total,Description
6/17/20,Chicago(13),Illinois,0,4,4,"Three adults and a nine-year-old child were wounded while standing in an apartment complex parking lot in the Gresham neighborhood. A man walked up and opened fire on the group, resulting in a shoot out.[417]"
6/16/20,Fort Dodge,Iowa,2,2,4,"In an apparent shoot out at a birthday party, one man was killed and two women injured. A second man died in his vehicle while attempting to drive away from the scene with a gunshot wound.[418]"
6/15/20,Decatur (2),Illinois,0,4,4,An early morning shooting during a block party injured four people. The suspected shooter was arrested after a local traffic stop.[419]
6/15/20,Chicago(12),Illinois,0,4,4,A 15-year-old and three adults were gathered outside an apartment when they were injured in a drive-by shooting in the Montclare neighborhood.[420]
6/14/20,Minneapolis(1),Minnesota,1,6,7,Early in the morning six people were wounded and one was killed in an incident. Officers were alerted via a ShotSpotter activation.[421]
6/14/20,Louisville (3),Kentucky,1,4,5,About 100 people were gathered at a skate park in the early morning when someone opened fire. One person was killed and four injured.[422]
6/14/20,Lake Charles (2),Louisiana,0,4,4,Four people were wounded in an early morning shooting at a local night club. A suspected shooter was arrested.[423]
6/14/20,Lafayette (2),Louisiana,0,5,5,Officers responded to an early morning shooting and found five people wounded. All but one were transported to local hospitals.[424]
6/14/20,New Orleans (3),Louisiana,1,3,4,One man was killed and three others injured during the evening.[425]
6/13/20,Hesperia,California,0,5,5,"Over 100 people attended a house party when someone opened fire, injuring five people.[426]"
6/13/20,Rison,Arkansas,0,4,4,"Shortly before midnight, four individuals were wounded in a shooting.[427]"
6/13/20,St. Louis (6),Missouri,1,5,6,Five individuals were wounded and one killed during an early morning shooting in the JeffVanderLou neighborhood.[428]
6/13/20,Wyandanch,New York,1,7,8,One person was killed and seven others wounded after a shooting at a house party. Local police believe the incident is gang related.[429]
6/13/20,Atlanta (3),Georgia,2,5,7,"An individual shot at a large group of people from a vehicle, killing two people and wounding five.[430]"
6/13/20,Baltimore(4),Maryland,0,5,5,Five people were wounded in the Fells Point neighborhood during a large gathering at Broadway Square with many of the crowd drinking alcoholic drinks.[431]
6/13/20,"Washington, D.C. (4)","Washington, D.C.",2,5,7,Shortly before midnight responding officers discovered seven shooting victims. A man and woman later died at local hospitals with five other men wounded.[432]
6/12/20,Philadelphia(9),Pennsylvania,0,6,6,"Early in the morning five men and one woman were wounded after multiple men opened fire on a group in the Tioga neighborhood, causing the group to scatter and run away.[433]"
6/12/20,New York City (4),New York,1,3,4,A 19-year-old woman was killed and a man and a two teenagers wounded at a local park in the Bronx late at night.[434]
6/12/20,San Antonio(4),Texas,0,8,8,"A man denied entry into a bar for being too drunk, stated ""Don't you know who I am?"" to the bouncer before leaving. He returned later with a rifle and opened fire injuring five women and three men.[435]"
6/11/20,Richmond(1),Virginia,0,4,4,Shortly after midnight responding officers discovered two men wounded by gunfire. Another man and a woman were taken to the hospital in private vehicles.[436]
6/11/20,Monroe,Louisiana,6,0,6,"A mother killed her neighbor, and four children aged 12, 8, and 5-years-old and a 5-month-old infant, before committing suicide in a murder-suicide.[437]"
6/11/20,"Washington, D.C. (3)","Washington, D.C.",0,7,7,Seven people including two juveniles were wounded in the Trinidad neighborhood of DC. Officers discovered the victims after hearing gunshots in the early morning.[438]
6/11/20,Houston (7),Texas,2,4,6,"Two men were killed, and three men and a 13-year-old were wounded in a drive-by shooting while standing in an apartment complex parking lot.[439]"
6/10/20,Sacramento(2),California,1,3,4,"Shortly before midnight, officers discovered three adults men and one juvenile boy wounded by gunfire. One adult man died later at the hospital.[440]"
6/10/20,Paso Robles,California,2,5,7,"A man shot and killed an individual and wounded an officer, responding officers killed the suspect and three officers were wounded after a short manhunt.[441]"
6/10/20,Toledo (1),Ohio,1,3,4,Early in the morning ShotSpotter alerts caused officers to respond to a graduation party. One 18-year-old was killed and with three others wounded.[442]
6/9/20,Scotland Neck,North Carolina,0,5,5,Four adults and a six-year-old child were wounded in a drive-by shooting at a home and vehicle.[443]
6/9/20,Vallejo,California,2,3,5,Two women were killed and two adults and a 10-year-old child were injured at a child's birthday party late at night.[444]
6/9/20,Philadelphia(8),Pennsylvania,1,6,7,"Just before midnight, a shootout occurred in an apartment complex in the Northern Liberties neighborhood. Six people were wounded and a man was found dead behind some cars near the complex.[445]"
6/8/20,Memphis (6),Tennessee,0,4,4,A home was shot at first then after police investigated the shooters return and opened fire. Four people were injured in the second shooting including an 18-month-old infant.[446]
6/8/20,New York City (3),New York,0,4,4,"A woman, two men and a 17-year-old were wounded after an argument escalated in Brooklyn. The shooter fled the scene.[447]"
6/7/20,Dyersburg,Tennessee,0,5,5,Five people were wounded inside the local American Legion club in the early morning. All individuals are refusing to speak with police.[448]
6/7/20,Chicago (11),Illinois,1,3,4,Officers responding to a shots fired call discovered four wounded victims. One victim later died at the hospital and the other three are uncooperative with investigators.[449]
6/7/20,Chicago(10),Illinois,0,6,6,Six men were wounded in a late night drive by shooting while standing on the sidewalk.[450]
6/7/20,Sikeston,Missouri,2,7,9,Two women were killed and seven other individuals wounded at a house party after a drive-by shooting early in the morning.[451]
6/7/20,Hope,Arkansas,0,6,6,Six people between 15 and 21-years-old were wounded in the early morning during an social gathering. A seventh individual broke her leg running from the gunfire.[452]
6/6/20,Sacramento(1),California,1,4,5,One person was killed and four people were wounded near a house party after an altercation escalated.[453]
6/6/20,Ironton,Ohio,0,4,4,Four men were injured after a fight between a large number of people escalated in a local bar's parking lot.[454]
6/6/20,Kansas City(3),Missouri,1,4,5,An argument escalated in the early morning with at least two individuals opening fire. One man died and four others were wounded.[455]
6/5/20,Denver (1),Colorado,0,4,4,Four people were wounded in an early morning shooting. A juvenile was later arrested in connection with the shooting.[456]
6/4/20,Valhermoso,Alabama,7,0,7,Shortly before midnight authorities responded to a home fire. Once the fire was extinguished seven adults were discovered dead by gunshot wounds.[457]
6/2/20,Racine,Wisconsin,0,5,5,Three teenagers and two adults aged between 18 and 20-years-old were wounded at a local beach. Officials do not think there is a connection between it and the protests that occurred that night.[458]
6/2/20,Dallas (1),Texas,1,3,4,Four people were wounded after two gunman opened fire in a bar. A female victim later died at the hospital.[459]
6/2/20,Chicago (9),Illinois,0,4,4,Four males were wounded while standing on the sidewalk after the shooter approached them and open fire.[460]
6/1/20,St. Louis (5),Missouri,0,4,4,Four St. Louis police officers were wounded during an altercation with protestors near police headquarters.[461]
5/31/20,Saginaw (2),Michigan,0,6,6,Six people were shot when a man opened fire on a block party. The suspect has not been apprehended.[462]
5/31/20,Philadelphia(7),Pennsylvania,0,4,4,A 12-year-old and three adults were wounded in a shooting in the Kensington section of the city.[463]
5/31/20,Gulfport,Mississippi,1,5,6,An 18-year-old was killed and five others injured after someone opened fire early in the morning at a large gathering of people.[464]
5/30/20,Hiawatha,Iowa,1,3,4,"Four people were shot at a mobile home park; three were hospitalized, and one pronounced dead at the scene.[465]"
5/30/20,Altha,Florida,1,5,6,"One person was killed and five injured including a law enforcement officer, at a birthday party at a local dragstrip.[466]"
5/30/20,Gastonia (1),North Carolina,1,5,6,Six people were shot in the early morning at a block party after multiple individuals opened fire. One of the victims later died at the hospital.[467]
5/30/20,Houston (6),Texas,1,4,5,"One person was killed and four wounded including two and 12-year-old children, during a block party.[468]"
5/29/20,Portsmouth,Virginia,0,5,5,"Five individuals were wounded in a shooting, including a 10-year-old boy. All victims left the scene for the hospital via private vehicles, while police were called to the scene.[469]"
5/28/20,Philadelphia(6),Pennsylvania,1,3,4,Two men approached four people sitting on their porch and opened fire in the evening. A man was killed and two others and a woman were injured.[470]
5/28/20,Memphis (5),Tennessee,0,4,4,A road rage incident near I-240 wounded two children and two adults.[471]
5/28/20,Louisville (2),Kentucky,0,7,7,"Seven people were injured in a shooting during a protest against police brutality in the aftermath of the death of Breonna Taylor, two seriously.[472]"
5/27/20,Boston (1),Massachusetts,1,4,5,Five men were found by responding police with gunshot wounds. One later died at the hospital.[473]
5/27/20,Cleveland(4),Ohio,1,3,4,"Four people were wounded outside of a gas station, in the early morning. One of the victims later died at the hospital.[474]"
5/27/20,San Jose (1),California,0,5,5,A group of five men were wounded outside an apartment complex by a shooter before the individual fled on foot.[475]
5/27/20,Philadelphia(5),Pennsylvania,0,4,4,Four men were shot and wounded in a drive-by shooting in the morning and all taken to the hospital in private vehicles.[476]
5/26/20,Vicksburg,Mississippi,0,4,4,Shortly after midnight four people aged between 16 and 27 were shot in a Waffle House parking lot.[477]
5/26/20,Los Angeles(2),California,0,5,5,"Five people were wounded in a shooting outside an apartment complex, ranging in age from mid-teens to early 20s.[478]"
5/26/20,Philadelphia(4),Pennsylvania,0,4,4,Four people were wounded in a late night shooting.[479]
5/26/20,Chicago (8),Illinois,2,2,4,A man selling items on a street corner was shot and killed in a drive-by shooting. A pedestrian was also killed while two others were wounded.[480]
5/26/20,Bowman,South Carolina,3,5,8,A drive-by shooting at a neighborhood cookout in the early morning resulted in three individuals dead and five injured.[481]
5/25/20,Lake Charles (1),Louisiana,0,6,6,"A 17-year-old shooter and others engaged in a shootout at a graduation party, three 15-year-olds, a 16-year-old, and a 17-year-old were all injured along with the shooter.[482]"
5/24/20,Jackson (Ms) (2),Mississippi,1,4,5,"A man was shot and later died at the hospital, while four others, including the suspect, were wounded after a shooting at a private residence.[483]"
5/24/20,St. Louis (4),Missouri,0,4,4,Four people were shot in the early morning at an intersection.[484]
5/24/20,Danville,Alabama,3,1,4,Police responding to calls about gunshots found three people dead and one injured at a private residence.[485]
5/24/20,Myrtle Beach (1),South Carolina,0,4,4,Four people were wounded shortly after midnight in a potential gang related shooting. Six people have been arrested in connection.[486]
5/23/20,"Washington, D.C. (2)","Washington, D.C.",1,3,4,Officers responding to a shooting found four individuals who were transported to the hospital. One victim died later at the hospital.[487]
5/23/20,Rock Island(1),Illinois,1,4,5,A man was killed and four others injured after a large gathering on a street had a fight escalate into a shooting.[488]
5/23/20,Jonesville,South Carolina,2,5,7,A man and 17-year-old were killed and five others wounded at a block party after the state's quarantine order was lifted.[489]
5/23/20,Charlotte (1),North Carolina,0,6,6,Six people were shot in a parking lot after an argument escalated.[490]
5/23/20,Mount Morris Township,Michigan,1,3,4,A shooting left one dead and three in critical condition. No suspects have been arrested and the investigation is ongoing.[491]
5/23/20,Chicago (7),Illinois,1,3,4,A shooter pulled up outside a home and opened fire on four men standing on the porch. One was killed and three injured.[492]
5/23/20,Daytona,Florida,0,6,6,Two people were shot and four others wounded by bullet fragments after a shooter opened fire on a crowded beach.[493]
5/23/20,Fort Lauderdale(1),Florida,0,5,5,Five men were wounded outside a Jamaican restaurant in the early morning. All were brought to the hospital by private vehicles and have refused to cooperate with police.[494]
5/23/20,Houston (5),Texas,0,4,4,"A fight escalated at a bar, with the perpetrator leaving the bar and driving to the back of the bar and opening fire, wounding four men.[495]"
5/22/20,Cleveland(3),Ohio,1,3,4,A man was killed and three other individuals wounded after shots were fired near a local deli in the early morning.[496]
5/20/20,Houston (4),Texas,2,3,5,"A man shot and killed his pregnant ex-girlfriend and wounded her sister, mother, and boyfriend before committing suicide after being surrounding by police.[497]"
5/19/20,Decatur (1),Illinois,0,5,5,Five men were wounded shortly after midnight.[498]
5/18/20,Bakersfield(2),California,0,5,5,"Five teenagers, aged 18 and 17-years-old, were wounded after a man fired into the apartment from outside the complex.[499]"
5/17/20,Charleston,South Carolina,0,4,4,Three people were wounded when an individual opened fire at a party that was hosted at a short term rental. A fourth wounded individual was walking her dog near the home.[500]
5/17/20,District Heights,Maryland,1,3,4,Police responded to a suspected shooting and found an 18-year-old dead on the sidewalk. Three injured victims were identified later.[501]
5/17/20,St. Matthews,South Carolina,4,1,5,A mother and her 15 and 12-year-old daughters were shot and killed by her husband who wounded another daughter before killing himself in a murder-suicide. Another daughter was uninjured and ran for help.[502]
5/16/20,Bogalusa,Louisiana,0,13,13,Hundreds of people had gathered for a memorial service when multiple shooters began firing wounding thirteen people.[503]
5/14/20,Albuquerque(3),New Mexico,0,5,5,"Police responding to a call of shots fired discovered five individuals wounded, including a pregnant woman after an argument had escalated.[504]"
5/13/20,Rockford (2),Illinois,1,4,5,One person was killed and four injured in a believed targeted shooting at a gas station.[505]
5/13/20,Garrison,Kentucky,1,4,5,Six people were involved in the repossession of a vehicle and one opened fire killing one and injuring four.[506]
5/11/20,Montgomery(1),Alabama,0,4,4,Police responding to a call about a gunshot victim discovered one victim with the other three transported to the hospital via private vehicle.[507]
5/10/20,Katy,Texas,0,6,6,"A dispute between two neighbors escalated causing five people to be wounded, including a five-year-old girl.[508]"
5/10/20,Baton Rouge (1),Louisiana,0,5,5,"Multiple gunmen were involved in a shootout at a local food market, wounding five including a minor.[509]"
5/10/20,Fort Worth(1),Texas,0,5,5,"Five people were wounded in a public park where hundreds were gathered, with some reporting the gunfire was fireworks.[510]"
5/9/20,St. Louis (3),Missouri,0,4,4,Four people were wounded during a late night shooting.[511]
5/7/20,Baltimore(3),Maryland,0,4,4,Four men were discovered shot on the city's west side in the evening.[512]
5/6/20,Memphis (4),Tennessee,2,2,4,Two men were shot and killed in a vehicle; two others wounded after attempting to exit the vehicle and were shot at in a drive-by.[513]
5/6/20,Albany (Ga.)(1),Georgia,1,3,4,A 16-year-old was killed and three others wounded in a vehicle after the car was shot multiple times in the early morning.[514]
5/5/20,Hammond,Indiana,1,3,4,A man was killed and three others wounded after an incident of road rage escalated.[515]
5/3/20,Columbus(1),Ohio,0,4,4,Four people were wounded after an individual opened fire at a house party.[516]
5/3/20,Jacksonville(2),Florida,0,4,4,A man drove up to a street and after exiting the car fired at least 30 shots into a crowd of people wounding four men.[517]
5/3/20,Chicago (6),Illinois,0,5,5,Five teenagers - aged 15 through 19 years old - were injured in a drive-by shooting after attending a large gathering.[518]
5/2/20,Philadelphia(3),Pennsylvania,0,4,4,A man and three women were injured in a shooting in the evening.[519]
4/29/20,Indianapolis(2),Indiana,0,4,4,Four people were wounded in a shooting that involved two vehicles and an additional four people near Perry Park.[520]
4/27/20,Milwaukee(3),Wisconsin,5,0,5,"Five people were killed in a home, aged between 14 and 41, with a child being uninjured in the violence. Police are treating the incident as a matter of family violence.[521]"
4/26/20,Salisbury (2),North Carolina,1,4,5,One individual was killed and four others - including a juvenile - were injured after a fight escalated into a shooting.[522]
4/26/20,Troy (NY),New York,0,4,4,Four people were wounded in the cities South End in an early morning shooting.[523]
4/25/20,Joliet,Illinois,1,3,4,"One person was killed and three others injured, with one being 17-years-old, in an early morning shooting.[524]"
4/25/20,Memphis (3),Tennessee,0,7,7,Seven people were discovered wounded after police responded to an aggravated assault call. The individuals were wounded in a drive-by shooting after heading to an early morning party.[525]
4/25/20,Orlando (2),Florida,1,4,5,An 18-year-old athlete who was to play at University of Louisville was killed and four others injured in a late night shooting.[526]
4/24/20,Fort Wayne,Indiana,0,4,4,Police responding to a shots fired call found four people injured.[527]
4/24/20,Houston (3),Texas,3,1,4,Three people were killed and one injured in an apartment by two shooters. Due to the lack of forced entry the victims may have known the shooters.[528]
4/18/20,Hyattsville,Maryland,2,2,4,Two men were killed and two injured in a late night shooting.[529]
4/17/20,Springfield (Ma),Massachusetts,1,4,5,One man was killed and four others injured after multiple individuals opened fire on a backyard gathering before fleeing in a car and continuing to fire.[530]
4/17/20,Greensboro(2),North Carolina,1,3,4,Responding police discovered three adults and a juvenile injured by a shooting. An adult later died in the hospital.[531]
4/15/20,Jackson (Ms) (1),Mississippi,1,3,4,A five-year-old girl was killed and three adults wounded after someone shot into an apartment.[532]
4/11/20,Bakersfield(1),California,0,6,6,One juvenile and five adults were wounded after at a large party at an apartment complex was fired upon by at least four shooters.[533]
4/10/20,Muskegon,Michigan,0,4,4,Police were alerted of shots fired shortly after midnight and arrived to find the suspect had fled and the four wounded had transported themselves to the hospital.[534]
4/8/20,Detroit (1),Michigan,0,4,4,One man and three women were injured after an altercation escalated. A male shooter escaped the scene and a female was arrested for pointing a weapon at one of the wounded.[535]
4/8/20,Anchorage(1),Alaska,0,4,4,Police responding to a call of shots fired found one person wounded and an additional three connected to the shooting were found in local hospitals.[536]
4/8/20,Greenwood,South Carolina,1,3,4,A 19-year-old was killed and three others individuals were wounded at an apartment complex.[537]
4/7/20,Chicago (5),Illinois,1,3,4,"One man was killed and three other individuals wounded, including a 5-year-old, after an individual exited an alley way and opened fire on the group. One of the group likely returned fire at the shooter.[538]"
4/5/20,New York City (2),New York,0,4,4,Four men were wounded in an early morning shooting in a Brooklynapartment.[539]
4/5/20,Lancaster,South Carolina,1,4,5,One man was killed and four other individuals were wounded in a drive-by shooting in which people standing outside a house and sitting in a car were fired upon.[540]
4/5/20,Los Angeles(1),California,1,3,4,One man was killed and two other men and one woman were injured in an afternoon shooting.[541]
4/4/20,Vidor,Texas,0,4,4,"Police officers responding to a shots fired call found four wounded individuals, with the shooter arrested later.[542]"
4/4/20,Lubbock,Texas,2,2,4,Police responding to a shots fired call found an adult male and a teenage female deceased and two seriously wounded individuals.[543]
4/4/20,Hialeah,Florida,1,4,5,"A man shot and wounded his ex-girlfriend's relatives before barricading himself with her and their 9-year-old child in the home. During the standoff an officer was wounded along with the ex-girlfriend, while the man was killed by police.[544]"
4/3/20,Louisville (1),Kentucky,0,4,4,Police responding to calls about a shooting discovered two people wounded and a further two wounded drove themselves to the hospital.[545]
3/31/20,Macon (1),Georgia,3,1,4,"A domestic argument escalated when a man shot and killed his child's mother, step-father, and sister before abducting his two-year-old child. The shooter was arrested and the child recovered after an Amber Alertwas issued.[546]"
3/30/20,Philadelphia(2),Pennsylvania,0,5,5,"Five people were wounded at a late night memorial gathering after a man fired into the crowd from half-a-block away. The wounded included a two-year-old, a fourteen-year-old, and an eighteen-year-old.[547]"
3/29/20,Atlanta (2),Georgia,0,4,4,"Four people were wounded in a late night shooting, with two of the wounded under the age of 18. One of the wounded was also showing signs of the COVID-19 virus.[548]"
3/28/20,Baltimore(2),Maryland,1,3,4,One man was killed and two others and a teenager wounded in a drive-by shooting by three shooters.[549]
3/23/20,San Antonio(3),Texas,0,4,4,"Four people in a car were wounded by shooter in the early morning. Three of the victims had transported themselves to hospitals prior to police arrival. The victim found by officers knew who had shot him, but refused to cooperate with police questions.[550]"
3/22/20,Hanahan,South Carolina,0,4,4,Four people were injured in an early morning shooting.[551]
3/20/20,Norfolk (1),Virginia,0,4,4,Four people were discovered to be wounded in a shooting after police received a report about a shooting.[552]
3/20/20,St. Louis (2),Missouri,0,4,4,Three men and a woman were shot and wounded leaving a bar early in the morning. A second woman was injured by the crowd fleeing the scene.[553]
3/18/20,Jacksonville(1),Florida,1,4,5,Five people were shot by a man wearing all black and potentially a face mask and one individual died at the scene. One of the wounded is a three-year-old child.[554]
3/17/20,Baltimore(1),Maryland,0,7,7,Police reported that seven people were injured during a police involved shooting. None of those wounded were police officers.[555]
3/15/20,Springfield (Mo),Missouri,5,2,7,"A shooter killed four people, including a police officer, and injured two others, including another police officer, before committing suicide at a gas station.[556]"
3/15/20,Moncure,North Carolina,7,0,7,Seven adult members of the same family were killed in an apparent murder suicide and were discovered after reports of shots fired.[557]
3/14/20,Saginaw (1),Michigan,2,2,4,Police responding to a shooting found three women and one man injured. Two women later were declared deceased.[558]
3/14/20,Albuquerque(2),New Mexico,1,3,4,"Reportedly a group of young men burst into a home and started shooting early in the morning. They wounded a woman, a 16-year-old girl and a 17-year-old girl and killed an adult male.[559]"
3/13/20,New Orleans (2),Louisiana,0,5,5,"Four men riding in a vehicle shot and wounded five people, including a 15-year-old boy, in a drive by shooting, in the Algiersneighborhood.[citation needed]"
3/13/20,Rockford (1),Illinois,0,4,4,Three men and one woman were wounded after another man opened fire inside of an apartment. The man was later arrested by police.[560]
3/10/20,Chester,Pennsylvania,2,2,4,Police responding to a shooting discovered two 15-year-old boys killed and a third juvenile injured. A fourth wounded juvenile involved in the shooting was later identified at a medical center.[561]
3/8/20,Ceres,California,1,3,4,"Police responded to reports of a shooting and discovered three wounded individuals, one of whom later died. A fourth victim arrived at a hospital in a private vehicle.[562]"
3/8/20,Milwaukee(2),Wisconsin,1,3,4,An early morning argument escalated and resulted in one man killed and three injured outside a local business.[563]
3/8/20,South Holland,Illinois,0,4,4,"Four men were wounded in a vehicle on Bishop Ford Freeway, after another vehicle's occupant(s) fired on them.[564]"
3/8/20,Rosedale,Maryland,1,5,6,"A 13-year-old boy was killed, five others were wounded; a 14-year-old boy and girl, two 12-year-old boys and a 19-year-old man were wounded. The group was shot at in a parking lot after an altercation while attending a Triple Threat Elite Dance event.[565]"
3/7/20,Cleveland(2),Ohio,1,17,18,Seventeen people were wounded and one killed after a shootout between multiple motorcycle clubs after a fight at one of the club's headquarters caused many to be thrown out.[566]
3/7/20,Albuquerque(1),New Mexico,0,4,4,Three adults and one child were injured by a shooter while exiting a house party. The shooter was later arrested.[567]
3/7/20,Chicago (4),Illinois,0,7,7,Six men and a woman were injured in a drive-by shooting after leaving a house party after a fight broke out in the Greater Grand Crossingneighborhood.[568]
3/6/20,"Washington, D.C. (1)","Washington, D.C.",0,6,6,"Four males, one female and a five-year-old child were discovered by police wounded in a drive-by shooting.[569]"
3/4/20,Tulare,California,1,5,6,One was killed while five others were injured at a mass shooting during a celebration of life. The gunman is still at large.[570]
2/1/28,Kansas City(2),Missouri,1,4,5,Four people were injured and one person was fatally wounded at a shooting.[571]
2/1/28,Brighton,Colorado,0,5,5,"Five people were wounded in a drive by shooting, before the perpetrators fled.[572]"
2/26/20,Milwaukee(1),Wisconsin,6,0,6,"Milwaukee brewery shooting: Five people were killed when a gunman opened fire at the local Molson Coors Beverage Company campus, where he had been employed. Afterwards, the gunman committed suicide."
2/25/20,Chicago (3),Illinois,1,4,5,"A shooting occurred at a convenience store in the Avalon Parkneighborhood where four people were hurt and one person was killed. The four wounded victims were listed in serious-to-critical condition. It was reported that three people, including two men and a woman, exited a vehicle and started firing inside the store. They fled in a white vehicle after the arrival of police.[573]"
2/25/20,Lafayette (1),Louisiana,0,6,6,Six people were injured in a shooting at a business.[574]
2/23/20,Houston (2),Texas,0,7,7,Seven people were shot at a flea market where a dance event took place with adults and children. A suspect was arrested and charged with assault. None of the injured victims were critically wounded.[575]
2/23/20,Clarkton,North Carolina,3,1,4,Three people were killed and one person was injured in a shooting. A suspect turned himself in to local authorities and was charged with three counts of murder and one count of attempted murder.[576]
2/20/20,Caldwell,Idaho,2,3,5,"Two people were fatally shot and three others, including a police officer, were wounded in a shooting at an apartment complex. The suspect was among the dead.[577]"
2/20/20,Greensboro(1),North Carolina,0,4,4,Four men were sent to a hospital after police said there were wounded in a shooting in the street. No information about the whereabouts of the shooter were known.[578]
2/20/20,Orlando (1),Florida,4,0,4,A man killed his wife and two children before killing himself.[579]
2/19/20,Philadelphia(1),Pennsylvania,0,4,4,A shooting occurred in the North Side of the city where four people were injured. Two of the victims were listed in critical condition while the two others were listed in stable condition. A suspect was apprehended and arrested by law enforcement.[580]
2/17/20,Port Gibson,Mississippi,2,2,4,"Four students of Alcorn State University were involved in a shooting off campus, with two being killed and two others injured.[581]"
2/16/20,Pensacola,Florida,1,4,5,One person was killed and four others were injured in a drive-by shooting. The injured victims were transported to the hospital and two of them were listed in serious condition.[582]
2/16/20,Midland,Texas,1,3,4,A shooting occurred at a bar where one victim was killed and three others were wounded.[583]
2/16/20,Hartford (1),Connecticut,1,4,5,One person was killed and four others were wounded in a shooting at a nightclub. The conditions of the injured are unknown.[584]
2/15/20,New Orleans (1),Louisiana,0,4,4,"Four people, two men and two women, were wounded in a shooting blocks away from the city's Mardi Gras Parade route.[585]"
2/15/20,Memphis (2),Tennessee,0,7,7,Seven people were wounded when an unknown shooter opened fire at a street race after an argument escalated. All were brought to the hospital via private vehicles.[586]
2/14/20,Chicago (2),Illinois,0,6,6,Three adults and three children were wounded in a shooting at a gathering in an apartment complex in the South Side of the city.[587]
2/10/20,Dover,Delaware,1,4,5,One person was fatally shot and four others were wounded in a shooting. It was initially reported that three victims were injured but a fourth one was discovered later and refused medical treatment. The four victims suffered non life-threatening injuries.[588]
2/9/20,San Antonio(2),Texas,0,4,4,A heated argument turned violent between a man and a woman in front of a house which led to a shooting. Four people were injured as a result of the shooting and were each transported to a hospital. Three of them were listed in serious condition while the fourth was in stable condition. Two of the injured were charged afterwards.[589]
2/9/20,Youngstown,Ohio,3,2,5,"Three people were killed and two others were injured in a shooting at a club. The conditions of the injured are unknown. According to police, one of the victims was found dead inside a car. At least one suspect is in custody.[590]"
2/8/20,Houston (1),Texas,1,3,4,A 29-year-old rap artist was killed and three others were wounded in a shooting in North Houston. The wounded victims' conditions are unknown. The suspects are gang members according to the chief of police.[591]
2/7/20,Waco,Texas,1,3,4,One man was killed and three others were wounded in a shooting outside and inside a home in Waco. Two of the victims were transported to a hospital by ambulance and were listed in critical condition. The third victim self applied to the hospital but his condition was unknown. Police believe that the motive behind the shooting is the sale of illicit drugs gone wrong.[592]
2/5/20,Indianapolis(1),Indiana,4,0,4,Four people were fatally shot on the Northeast section of the city. The victims are three males and one female and their ages are unknown yet. No suspects have been identified or arrested.[593]
2/3/20,Washington County,Maine,3,1,4,Three people were killed and another was injured in the towns of Machias and Jonesboro. A 63-year-old man has been charged with three counts of murder and one count of attempted murder in the case.[594]
2/3/20,Grapevine,California,1,5,6,"One person was killed and five others were injured from a shooting on a Greyhound bus heading from Los Angeles to San Francisco. The bus was traversing Tejon Pass on Interstate 5, near Lebec, California, and stopped in Grapevine after the shooting.[595]"
2/1/20,Philadelphia,Mississippi,0,4,4,"Police responded to a street location where multiple shots were fired. They found four victims, aged 18–45 years old, with bullet wounds. Three of the victims were transported by helicopter to a hospital. It is unknown what their conditions are. Police are trying to locate any suspects in the shooting.[596]"
2/1/20,Union Parish,Louisiana,4,0,4,A shooter shot and killed two members of a family and a friend of one of them inside a house. A third fled through a window uninjured and alerted the authorities. The shooter then committed suicide.[597]
1/31/20,Delano (1),California,1,4,5,One person was killed and four others were injured in a shooting incident that occurred in several locations. One of the injured is in critical condition while the other three are expected to recover. The shooting happened during a memorial gathering for a victim who previously passed away due to a traffic accident.[598]
1/31/20,Boynton Beach (1),Florida,1,3,4,A shooting left one victim dead and the other three injured in the 200 block of Northeast First Court.[599]
1/31/20,Shreveport(1),Louisiana,0,4,4,"A shooting occurred at an apartment complex where four teens were injured. All four victims, aged 15–17 years old, suffered non-life-threatening injuries according to first responders.[600]"
1/30/20,Merced,California,0,4,4,Four teenagers were injured in a shooting on public streets. Three of the victims are listed in stable condition while the fourth is in critical condition. Police are interviewing witnesses for their investigation.[601]
1/27/20,Bridgeport(1),Connecticut,0,4,4,"Four men were wounded outside the Golden Hill Street Courthouse while sitting in a car, in a drive-by shooting by multiple shooters.[602]"
1/26/20,Newburgh,New York,3,1,4,"Four family members were shot at a home. Three of the victims are dead and the fourth victim, a child, is wounded and is in serious condition. The suspect was apprehended and arrested by the police.[603]"
1/26/20,Cape Girardeau,Missouri,0,5,5,Multiple shots were fired inside a business where five people were wounded in a shooting.[604]
1/26/20,Salisbury (1),North Carolina,0,6,6,"Six people were injured by a shooting shortly after midnight, at a local restaurant. An additional three others were treated for non-gunfire related injuries.[605]"
1/26/20,Hartsville,South Carolina,3,6,9,Three people were fatally shot and four others were injured at a bar.[606]
1/24/20,Vanceboro,North Carolina,5,0,5,"A man shot and killed his wife and three children, aged between eight months and four years old, along with the family dog. He then killed himself.[607]"
1/24/20,Lisle,Illinois,2,2,4,A woman killed one person and injured two others before killing herself at a cigar lounge. The victims were Illinois State Troopers.[608]
1/22/20,Seattle (1),Washington,1,7,8,"Eight people were shot, one fatally, outside a McDonald's on Pine Street in Downtown Seattle.[609]"
1/19/20,Kansas City(1),Missouri,2,15,17,Two people (including the perpetrator) were killed and fifteen others were injured during a shooting at a nightclub.[610]
1/19/20,South Houston,Texas,2,2,4,Police discovered two people dead and two injured after responding to a shooting.[611]
